Basic Data,,,,,,,,,Sharing data,,,Structure,,,,DC Data,,,,,,,,,,,,,,,,Classification,,,,,TE config,,Access Information,,,,,,,HW Configuration,,User Additional Information
Short Code,Site Name,SC Office ,OZ,Nodal Deg.,Cascade Type,Announcement Date,Power Source,PM Available,Host,Host Code,Category,Tower Type,Site Type,Grill Date,Severity,# Rectifiers,Rectifier Brand,PLD Active,PLD Value,Battery Type/Volt/AH,installation date,Stock,# Strings,# Batteries ,End Volt,End Amp,Backup time,Test Date,Batteries Status,Theft case date,NetEco Status,Status,VIP,CEO/CTO,Router,NR,Secured PS,CB Rate,Site Adress,Coordinates,Security type (guard or not),Permission (Yes/No),Permission Owner,Permit duration ,Special key (Yes/No),SM+RFM,Tx Type,Comment
2714AL,M-WARDIAN-3,SEMOUHA,Alex,1,End Point,2013-12-04 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,NSN,NO,,SBS,,,1,4,50,30,0,2023-10-30 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,"Alamir loaaloaa st, WARDIAN-Alexandria","31.1649723346331,29.8756679781049",No,No,NA,NA,No,,HDSL,
2715AL,M-WARDIAN-4,SEMOUHA,Alex,1,End Point,2013-08-07 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,NSN,NO,,SBS,,,1,4,53,7,0,2024-05-01 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,WARDIAN-Alexandria,"31.1626848619103,29.873184659268",No,No,NA,NA,No,,iPASOLINK VR 4,
2716AL,M-WARDIAN-5,SEMOUHA,Alex,1,End Point,2021-11-14 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,NSN,NO,,SBS,,,1,4,0,0,0,2025-12-15 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,"Alamir loaaloaa st, Alexandria ","31.161446255678,29.871935678378",No,No,NA,NA,No,,HDSL,
2717AL,M-WARDIAN-6,SEMOUHA,Alex,1,End Point,2013-04-04 00:00:00,EC,,,NA,Micro,Micro,Micro,,Bronze,1,NSN,NO,,SBS,,,1,4,51.98,30,0,2023-12-20 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,El Wardian-Alex,"31.1590717721733,29.8692142453773",No,No,NA,NA,No,,HDSL,
2730AL,M-MERCEDES-ALX,SEMOUHA,Alex,1,End Point,2012-10-12 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,NSN,NO,,SBS,,,1,4,55,15,30,2024-01-23 00:00:00,Weak Batteries,,Not supervised,On Air,,,,,,,MERCEDES Company-ALX-Cairo- Agricultural RD – SMOHA Entrance,"31.2048118195464,29.9695999850791",Corporate,Yes,Hany Abdelwahab,3 monthes,No,,iPASOLINK 200,
2734AL,M-ZAKI-1,SEMOUHA,Alex,1,End Point,2025-06-01 00:00:00,EC,,,NA,Micro,Micro,Micro,,Co-located,1,Huawei,NO,,Huawei-Lithium,,,5,5,43.3,108,180,2024-04-07 00:00:00,Good Batteries,,Not supervised,,,,,,,,,,,,,,,,MW link,
2735AL,M-ZAKI-2,SEMOUHA,Alex,1,End Point,2014-05-14 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,NSN,NO,,Marathon,,,1,4,45.2,25,30,2024-07-22 00:00:00,Weak Batteries,,Not supervised,On Air,,,,,,,Fiat 2000 in Zaki Ragab St-SEMOUHA-Alexandria,"31.2076714420797,29.9354240430343",No,No,NA,NA,No,,iPASOLINK VR 4,
2737AL,M-AMOUD-1,SEMOUHA,Alex,1,End Point,2013-12-08 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,NSN,NO,,SBS,,,1,4,0,0,0,2025-12-15 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,ش أبو مندور - كرموز - 2 +Manshya-Alexandria,"31.1803783431751,29.8948781779089",No,No,NA,NA,No,,HDSL,
2738AL,M-KARMOZ-2,SEMOUHA,Alex,1,End Point,2014-02-20 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,UPS,NO,,B.B,,,1,4,56.4,8.8,0,2023-05-14 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,"57 Abo Mandor St. Karmoz, Alex","31.1816165387432,29.8972394062906",No,No,NA,NA,No,,iPASOLINK VR 4,
2740AL,M-KARMOZ-4,SEMOUHA,Alex,1,End Point,2014-05-28 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,NSN,NO,,SBS,,,1,4,0,0,0,2025-11-18 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,13 yousef El Hakem ST- from El Nile ST karmoz Alexandria (Co-located with  (Karmoz 0694AL)),"31.184146951088,29.8989712163944",Yes,No,Soc team,NA,No,,HDSL,
2741AL,M-KARMOZ-5,SEMOUHA,Alex,1,End Point,2021-01-18 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,Huawei,NO,,Marathon,,,1,4,43.5,13.1,5,2026-02-05 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,محل المصري امام نقطه شرطه النبطشيه شارع النيل,"31.1819324190146,29.899494442907",No,No,NA,NA,No,,HDSL,
2747AL,M-ENAB-ENT,SEMOUHA,Alex,1,End Point,2020-07-12 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,NSN,NO,,SBS,,,1,4,0,0,0,2025-11-18 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,ش النخيل غيط العنب - 27 الإسكندرية,"31.1809819768451,29.906080220698",No,No,NA,NA,No,,HDSL,
2754AL,M-ANFOSHI-1,SEMOUHA,Alex,1,End Point,2015-04-21 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,Delta 4,NO,,SBS,,,1,4,53.5,33,0,2024-08-08 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,Anfoshi-bahery-alexandria ,"31.2095708560851,29.8820588130306",No,No,NA,NA,No,,iPASOLINK VR 4,
2806AL,M-ALEX-PORT-1,SEMOUHA,Alex,1,End Point,2014-09-18 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,NSN,NO,,SBS,,,1,4,51.52,14.4,30,2024-01-02 00:00:00,Weak Batteries,,Not supervised,On Air,,,,,,,26 El Bahraya St El Gomrog-ALEX,"31.1940605486926,29.8849699606038",No,No,NA,NA,No,,HDSL,
2807AL,M-ALEX-PORT-2,SEMOUHA,Alex,1,End Point,2014-12-22 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,Huawei,NO,,B.B,,,1,4,54,10,0,2023-12-06 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,EL MANSHYA  -Alex,"31.194652785079,29.8874574303492",No,No,NA,NA,No,,HDSL,
2814AL,M-IZ-SAD-MRKT,SEMOUHA,Alex,1,End Point,2014-12-18 00:00:00,EC,,,NA,Micro,Micro,Micro,,Bronze,1,Huawei,NO,,SBS,,,1,4,52,10,0,2024-07-01 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,EZBET-SAD -alx,"31.2066463199929,29.9400835010799",No,No,NA,NA,No,,iPASOLINK 200,
2820AL,M-HADRA-KBLY6,SEMOUHA,Alex,1,End Point,2016-03-09 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,2,Huawei / Huawei,NO,,SBS /SBS,,,1 & 1,4 & 4,52.5,11,0,2024-07-16 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,EL-HADRA EL KABLYA - ALEXANDRIA,"31.1950079626501,29.9390528554614",No,No,NA,NA,No,,iPASOLINK VR 2,
2821AL,M-MHRMBEKCTR1,SEMOUHA,Alex,1,End Point,2017-02-19 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,Delta 4,NO,,SBS,,,1,4,54,23,0,2023-11-07 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,13 Mohsen ST MHRAMBEK-ALEX,"31.1842162721381,29.9108413782273",No,No,NA,NA,No,,iPASOLINK VR 2,
2836AL,M-MHRMBEKCTR2,SEMOUHA,Alex,1,End Point,2020-02-17 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,Huawei,NO,,NA,,,,,0,0,0,2025-12-15 00:00:00,Without Batteries,,Not supervised,On Air,,,,,,,"45 Moharm Bek St , El Hawary Shop , Alexandria","31.191750114406,29.9099146753368",No,No,NA,NA,No,,HDSL,
2838AL,M-RASAFA-4,SEMOUHA,Alex,1,End Point,2015-12-20 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,2,Huawei / Huawei,NO,,SBS /SBS,,, 1 & 1,4 & 4,52,13.6,0,2024-07-17 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,rasafa-erfan st moharmbeek,"31.187879231645,29.9165643744193",No,No,NA,NA,No,,HDSL,
2860AL,M-AUDI-SMOUHA,SEMOUHA,Alex,1,End Point,2025-06-01 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,Huawei,NO,,NA,,,0,0,0,0,0,00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,0,"31.2145697170379,29.9449060306395",Corporate,No,Access Mail - Orange Duty,NA,No,,iPASOLINK VR 4,
2875AL,M-POWER-ALEX,SEMOUHA,Alex,1,End Point,2021-02-14 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,Huawei,NO,,NA,,,,,0,0,0,2025-12-15 00:00:00,Without Batteries,,Not supervised,On Air,,,,,,,Salah Edin Electricity company,"31.1937498027398,29.8967278271667",No,Yes,Hany Abdelwahab,Weekly,No,,iPASOLINK VR 4,
2877AL,M-POPE-ALX,SEMOUHA,Alex,1,End Point,2015-04-08 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,Huawei,NO,,SBS,,,1,4,42,32,4,2024-04-23 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,"Knesa El Akbat ST - beside Falaky mall , Mhatet el Raml Alexandria ","31.1977724857817,29.8990194812396",Corporate,Yes,Hany Abdelwahab,0,No,,iPASOLINK VR 2,
2893AL,M-RASAFA-6,SEMOUHA,Alex,2,Low cascade,2021-02-14 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Silver,1,Huawei,NO,,Marathon,,,2,8,43.2,66,60,2024-05-13 00:00:00,Weak Batteries,,Supervised,On Air,,,,,,,MOHARAM BEIK,"31.1916785676234,29.9118154860713",No,Yes,Hany Abdelwahab,0,No,,iPASOLINK VR 4,
2894AL,M-RASAFA-7,SEMOUHA,Alex,1,End Point,2020-03-25 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,UPS,NO,,NA,,,,,,,,,Without Batteries,,Not supervised,On Air,,,,,,,"Moharm Bek St , Mahtet Masr , Alexandria","31.1910588163856,29.9175520310289",No,No,NA,NA,No,,HDSL,
2918AL,M-IZAB-30,SEMOUHA,Alex,1,End Point,2001-08-03 00:00:00,EC,,,NA,Micro,Micro,Micro,,Co-located,1,Delta 4,NO,,Huawei-Lithium,,,4,4,46.5,110,180,2022-08-17 00:00:00,Good Batteries,,Not supervised,,,,,,,,,,,,,,,,wiring,
2919AL,M-EZBT-30-3,SEMOUHA,Alex,1,End Point,2012-09-04 00:00:00,EC,,,NA,Micro,Micro,Micro,,Co-located,1,Delta 3,NO,,Marathon,,,5,20,47.51,Old format,180,2021-08-15 00:00:00,Good Batteries,,Not supervised,,,,,,,,,,,,,,,,MW link,
2969AL,M-SMOUHA-8,SEMOUHA,Alex,1,End Point,2016-08-04 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,Flat Back,NO,,SBS,,,1,4,54,22,0,2024-04-03 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,smouha,"31.2042891430434,29.9673192397833",No,No,NA,NA,No,,iPASOLINK VR 4,
2996AL,M-NABI-DANIAL,SEMOUHA,Alex,1,End Point,2002-05-21 00:00:00,EC,,,NA,Micro,Micro,Micro,,Co-located,1,NSN,NO,,SBS,,,3,12,54,110,0,2024-05-29 00:00:00,Faulty Batteries,,Not supervised,,,,,,,,,,,,,,,,MW link,
2999AL,M-SMOUHA-9,SEMOUHA,Alex,1,End Point,2023-01-12 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,Huawei,NO,,NA,,,,,,,,,Without Batteries,,Not supervised,On Air,,,,,,,سموحة – محافظة الاسكندرية,"31.2168354662303,29.9423570423165",Corporate,Yes,Hany Abdelwahab,3 monthes,No,,iPASOLINK VR 4,
2A28AL,M-JOTUN-ALX,SEMOUHA,Alex,1,End Point,2020-06-17 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,Huawei,NO,,NA,,,,,,,,,Without Batteries,,Not supervised,On Air,,,,,,,Inside Jouton Company SEMOUHA Alexandria,"31.208181461857,29.9500422970523",Corporate,No,NA,NA,No,,HDSL,
2A49AL,M-IZBT-QALAA1,SEMOUHA,Alex,1,End Point,2021-02-02 00:00:00,EC,,,NA,Micro,Micro,Micro,,Bronze,1,Huawei,NO,,NA,,,,,,,,,Without Batteries,,Not supervised,On Air,,,,,,,شارع الاخلاص متفرع من 33 شارع عبد الله بن مسعود عزبة القلعه العوايد,"31.2207244522401,29.9879048528248",No,No,NA,NA,No,,iPASOLINK VR 4,
2A51AL,M-ARAMEX-ALEX,SEMOUHA,Alex,1,End Point,2024-06-04 00:00:00,EC,,,NA,Micro,Micro,Micro,,Bronze,1,Huawei,NO,,NA,,,,,,,,,Without Batteries,,Not supervised,On Air,,,,,,,Alexandria,#N/A,Corporate,No,NA,NA,No,,iPASOLINK VR 4,
2A53AL,M-ALEXCOMPLEX,SEMOUHA,Alex,1,End Point,2020-12-13 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Bronze,1,Huawei,NO,,Marathon,,,2,8,45.6,52.2,1,2026-03-05 00:00:00,Faulty Batteries,,Not supervised,On Air,,,,,,,ALEX Compelex company Moharm bek,"31.1917023242323,29.9116783586251",No,Yes,Hany Abdelwahab,0,No,,MW link,
2A57AL,M-MTROPLE-HTL,SEMOUHA,Alex,2,Low cascade,2021-07-01 00:00:00,EC,Owner,,NA,Micro,Micro,Micro,,Silver,2,Huawei / huawei ,NO,,NA,,,,,NA,NA,NA,2026-03-05 00:00:00,Without Batteries,,Supervised,On Air,,,,,,,Mahatet El raml - Alexandria,"31.2007785474122,29.9002850136657",No,No,NA,NA,No,,iPASOLINK VR 4,
2A80AL,M-GMRK-CRNSH,SEMOUHA,Alex,1,End Point,2026-03-18 00:00:00,EC,,,,Micro,Micro,Micro,,Bronze,1,HUAWEI (TP48300A),NO,,NA,,,,,,,,,Without Batteries,,Not supervised,On Air,,,,,,,,,,,,,,,,
3040AL,HADARA-CTR-2,SEMOUHA,Alex,10,Super Nodal,2020-05-09 00:00:00,EC,Rechargeable,,NA,Macro,RT,Outdoor,,Golden,1,Huawei,Yes,,Huawei-Lithium,2021-01-13 00:00:00,,4,4,47.9,95,180,2023-10-04 00:00:00,Good Batteries,,Supervised,On Air,,,,,,,Elhadara,"31.2020303534126,29.9412497742553",No,No,NA,NA,No,,"iPASOLINK EX/A, iPASOLINK EX/A, iPASOLINK EX/A, iPASOLINK EX/A, iPASOLINK EX/A, iPASOLINK VR 4, iPASOLINK EX, iPASOLINK EX",
3041AL,WEKALA-2,SEMOUHA,Alex,1,End Point,2023-04-04 00:00:00,EC,Rechargeable,,NA,Macro,RT,Outdoor,,Bronze,1,Huawei,NO,,Huawei-Lithium,2024-07-19 00:00:00,,3,3,44.9,112,160,2026-03-03 00:00:00,Good Batteries,,Supervised,On Air,,,,,,,8شارع الكهرمان الحضرة القبلية  - محافظة الاسكندرية,"31.2017794745543,29.933369298125",No,No,NA,NA,No,,"iPASOLINK EX/A, iPASOLINK VR 4",
3042AL,SMOUHA-ENT,SEMOUHA,Alex,1,End Point,2021-04-11 00:00:00,EC,,,NA,Macro,RT,Outdoor,,Bronze,1,Huawei,NO,,NA,,,,,,,,,Without Batteries,,Supervised,On Air,,,,,,,smouha-alex,"31.2045644273334,29.9682860697613",No,No,NA,NA,No,,iPASOLINK VR 4,
3044AL,AL-RNG-RD2,SEMOUHA,Alex,1,End Point,2019-02-07 00:00:00,VF EC,,VF,2822,Macro,GF,Outdoor,,Bronze,1,Huawei,NO,,NA,,,,,,,,,Without Batteries,,Not supervised,On Air,,,,,,,شركة العلا للحديد و الصلب بعد كوبرى العوايد,"31.1976606273567,29.9956961139795",No,No,Orange Sharing with VF,NA,No,,iPASOLINK VR 4,
3050AL,DRGHM-RSDNS,SEMOUHA,Alex,1,End Point,2021-06-07 00:00:00,EC,Rechargeable,,NA,Macro,RT,Outdoor,,Bronze,1,Huawei TP48300A,NO,,Huawei-Lithium,2024-07-23 00:00:00,,2,2,54,110,121,00:00:00,Good Batteries,,Supervised,On Air,,,,,,, - الطريق الجانبى الموازى للرئيسى17ش طه عبد الجواد من قناه السويس محرم بيك الاسكندريه ,"31.1969431799086,29.9192806764446",No,No,NA,NA,No,,"iPASOLINK EX/A, iPASOLINK VR 4",
3076AL,HADRA-KBLY-5,SEMOUHA,Alex,2,Low cascade,2018-12-01 00:00:00,VF EC,,VF,A6508,Macro,RT,Outdoor,,Silver,1,Smart Back,NO,,Power Safe,,,2,8,44.2,100,30,2023-10-29 00:00:00,Weak Batteries,,Not supervised,On Air,,,,,,,"EL Hadara EL Gidida
Alexandria
","31.1918990101747,29.934212698643",No,No,Orange Sharing with VF,NA,No,,"iPASOLINK VR 4, iPASOLINK EX/A",
3115AL,BASHAYER-KHER,SEMOUHA,Alex,1,End Point,2022-07-07 00:00:00,EC,Rechargeable,,NA,Macro,RT,Outdoor,,Bronze,2,Huawei TP48300A,NO,,Huawei-Lithium,2025-09-10 00:00:00,New,"3
1","3
1",,,,,Faulty Batteries,,Supervised,On Air,True,,,,,,اعلي بلوك 16 مدينه بشاير الخير رقم 2 بالقباري ,"31.1615400507931,29.8873251320829",No,Yes,Hesham Saleh,3 monthes,No,,"iPASOLINK EX, iPASOLINK 400",
3118AL,BANAYOTI-2,SEMOUHA,Alex,1,End Point,2022-09-15 00:00:00,HGB,,,NA,Macro,GF,Outdoor,,Bronze,1,ZTE,NO,,ZTE-Lithium,,,8,8,47.5,136.1,180,2026-01-28 00:00:00,Good Batteries,,Not supervised,On Air,,,,,,,محور المحموديه امام مدخل شارع ونجت الظاهريه,"31.2209201612068,29.9644166528733",No,No,NA,NA,No,,"iPASOLINK 400, iPASOLINK EX/A",
3129AL,BANAYOTI-3,SEMOUHA,Alex,1,End Point,2020-11-24 00:00:00,EC,Rechargeable,,NA,Macro,RT,Outdoor,,Bronze,1,Huawei,NO,,Huawei-Lithium,2024-07-22 00:00:00,,3,3,54,96.3,121,00:00:00,Good Batteries,,Supervised,On Air,,,,,,,"Hager El Noatia , beside El pakatoshi Mosque -Alexandria","31.2188507416256,29.9657523875267",No,No,NA,NA,No,,iPASOLINK VR 4,
3133AL,NOWATIA-2,SEMOUHA,Alex,13,Super Nodal,2021-05-17 00:00:00,EC,,,NA,Macro,RT,Outdoor,,Golden,1,Huawei (Old),Yes,,Huawei-Lithium,2020-07-12 00:00:00,,4,4,46.6,98,180,2024-03-21 00:00:00,Good Batteries,,Supervised,On Air,True,,,,,,Hagr Elnwatia Alex,"31.2255938244355,29.9637739809741",No,No,NA,NA,No,,"iPASOLINK EX/A, iPASOLINK VR 10, iPASOLINK EX/A, iPASOLINK EX/A",
3136AL,NASR-ST-2,SEMOUHA,Alex,2,Low cascade,2021-07-25 00:00:00,EC,,,NA,Macro,RT,Outdoor,,Silver,1,Huawei,NO,,NA,,,,,0,0,0,2025-12-24 00:00:00,Without Batteries,,Supervised,On Air,,,,,,,الاسكندرية,"31.2127757996855,29.963187317443",No,No,NA,NA,No,,"iPASOLINK EX/A, iPASOLINK VR 4, iPASOLINK EX/A",
3142AL,EZBT-QALAA,SEMOUHA,Alex,3,Low cascade,2023-04-09 00:00:00,HGB,,,NA,Macro,GF,Outdoor,,Silver,1,ZTE,Yes,,ZTE-Lithium,,,6,6,48,101.3,180,2026-04-20 00:00:00,Good Batteries,,Not supervised,On Air,,,,,,,محور المحموديه العوايد امام شركه المياه,"31.2225085893113,29.9870822647577",No,No,Soc team,NA,No,,"iPASOLINK EX/A, iPASOLINK 400, iPASOLINK EX/A",
3145AL,POLICE-TOWERS,SEMOUHA,Alex,1,End Point,2023-06-19 00:00:00,EC,,,NA,Macro,TBD,Outdoor,,Bronze,1,Huawei,NO,,NA,,,,,,,,,Without Batteries,,Supervised,On Air,,,,,,,Alexandria,"31.1956409170081,29.9082120490529",No,Yes,Roaa Sherin ,2 monthes,No,,"iPASOLINK EX/A, iPASOLINK VR 4",
3154AL,SMOUHA-CLUB-2,SEMOUHA,Alex,1,End Point,2020-04-30 00:00:00,EC,Rechargeable,,NA,Macro,RT,Outdoor,,Bronze,1,Huawei,NO,40.5,Huawei-Lithium,2024-07-23 00:00:00,,2,2,45.9,100.2,120,2025-12-14 00:00:00,Good Batteries,,Supervised,On Air,,,,,,,SEMOUHA club alexandria-Alexandria,"31.216877483527,29.95133668501",No,Yes,Hany Abdelwahab,3 monthes,No,,"iPASOLINK EX/A, iPASOLINK VR 4, iPASOLINK EX/A",
3155AL,SMOUHA-CLUB-3,SEMOUHA,Alex,1,End Point,2020-05-15 00:00:00,EC,,,NA,Macro,GF,Outdoor,,Bronze,1,Huawei,NO,,Huawei-Lithium,2024-08-07 00:00:00,,2,2,45.9,88.9,120,2025-12-10 00:00:00,Good Batteries,,Supervised,On Air,,,,,,,Inside SEMOUHA Club - Alexandria,"31.2151584901041,29.9461565677713",No,Yes,Hany Abdelwahab,3 monthes,No,,"iPASOLINK VR 4, iPASOLINK EX/A",
3161AL,MOHAMED-FAWZY2,SEMOUHA,Alex,1,End Point,2021-08-18 00:00:00,EC,Rechargeable,,NA,Macro,RT,Outdoor,,Bronze,1,Huawei,NO,,NA,,,,,,,,,Without Batteries,,Supervised,On Air,,,,,,,40 تنظيم محمد علي سابقا – ش فوزى معاذ حاليا – سموحة ,"31.2096528883621,29.9353286162225",No,No,NA,NA,No,,"iPASOLINK VR 4, iPASOLINK EX/A",
3164AL,DERESA,SEMOUHA,Alex,1,End Point,2020-09-29 00:00:00,EC,Rechargeable,,NA,Macro,RT,Outdoor,,Bronze,1,Huawei,NO,,NA,,,,,,,,,Without Batteries,,Supervised,On Air,,,,,,,DERESA,"31.1860522834082,29.9340552146834",Yes,No,Soc team,NA,No,,iPASOLINK VR 4,
3171AL,IZ-TALATIN-5,SEMOUHA,Alex,1,End Point,2020-11-19 00:00:00,EC,Rechargeable,,NA,Macro,RT,Outdoor,,Golden,1,Huawei,NO,44,Huawei-Lithium,2023-09-06 00:00:00,,3,3,43,153,105,2023-09-15 00:00:00,Moderate,,Supervised,On Air,True,,,,,,عزبة الرحمة - بجوار المقابر - المنتزه - الاسكندرية,"31.2067448661497,30.0311830351764",Yes,No,Soc team,NA,No,,iPASOLINK VR 4,
3195AL,MANSHIA-5,SEMOUHA,Alex,1,End Point,2021-05-17 00:00:00,EC,Smart,,NA,Macro,RT,Outdoor,,Bronze,1,Huawei,NO,,NA,,,,,0,0,0,2025-12-15 00:00:00,Without Batteries,,Supervised,On Air,,,,,,,"Sant-Karin church , Manshia","31.194302580989,29.8946014650165",No,No,NA,NA,No,,iPASOLINK VR 4,
3209AL,ABIS-RSDNS,SEMOUHA,Alex,1,End Point,2021-11-30 00:00:00,EC,,,NA,Macro,RT,Outdoor,,Golden,1,HUAWEI (TP48300A),NO,40.5,Huawei-Lithium,2024-08-13 00:00:00,,3,3,45.8,201.8,80,2026-01-18 00:00:00,Moderate,,Supervised,On Air,True,,,,,,ملاك العقار الكائن  اول قرية ابيس من الطريق الزراعى – قسم الرمل - اسكندرية,"31.1916407190991,30.0093861669439",No,No,NA,NA,No,,"iPASOLINK EX/A, iPASOLINK EX/A, iPASOLINK 400",
3209DE,BH-BAYDA-ENT,SEMOUHA,Alex,1,End Point,2009-11-28 00:00:00,EC,,,NA,Macro,No,Outdoor,,Bronze,1,Delta 3,NO,,Huawei-Lithium,2021-12-19 00:00:00,,4,4,54.5,112,180,2023-05-23 00:00:00,Good Batteries,,Not supervised,On Air,,,,,,,Bayda Police Station - Kafr El dawar - Behaira,"31.1786608372987,30.0742853464573",No,Yes,Roaa Sherin ,2 monthes,No,,iPASOLINK 200,
3215AL,NEW-SAYADLA,SEMOUHA,Alex,1,End Point,2023-08-29 00:00:00,EC,Rechargeable,,NA,Macro,GF,Outdoor,,Bronze,1,Huawei,NO,,NA,,,,,,,,,Without Batteries,,Supervised,On Air,,,,,,,Alexandria,"31.2043685881593,29.9772698353843",No,Yes,Bishoy Takla,0,No,,iPASOLINK VR 2,
3216AL,HADRA-KBLY-6,SEMOUHA,Alex,1,End Point,2022-02-13 00:00:00,EC,,,NA,Macro,RT,Outdoor,,Bronze,1,Huawei,NO,,Huawei-Lithium,2024-07-19 00:00:00,,3,3,54,90,121,00:00:00,Good Batteries,,Supervised,On Air,,,,,,,2ش السادات - سيدى جابر -  الاسكندرية,"31.1971720060633,29.9405670552515",No,No,NA,NA,No,,iPASOLINK VR 4,
3223AL,MANSHIA-6,SEMOUHA,Alex,1,End Point,2022-02-13 00:00:00,EC,,,NA,Macro,RT,Outdoor,,Bronze,1,Huawei,NO,,Huawei-Lithium,2025-08-31 00:00:00,New,3,3,46,122.5,120,2025-11-03 00:00:00,Good Batteries,,Supervised,On Air,,,,,,,Alexandria - MANSHIA,"31.1949988301342,29.8872258208829",No,No,NA,NA,No,,"iPASOLINK EX/A, iPASOLINK 400",
3225AL,MANSHIA-8,SEMOUHA,Alex,7,Nodal,2021-10-10 00:00:00,EC,Rechargeable,,NA,Macro,RT,Outdoor,,Golden,1,Huawei,Yes,,ZTE-Lithium,,,2,2,45.8,108,120,2025-11-03 00:00:00,Good Batteries,,Supervised,On Air,,,,,,,Manshia,"31.1997393607052,29.8960810914996",No,No,NA,NA,No,,"iPASOLINK VR 4, iPASOLINK EX/A, iPASOLINK EX/A, iPASOLINK EX/A",
3234AL,MOHARAM-BEK-7,SEMOUHA,Alex,1,End Point,2025-09-30 00:00:00,EC,Rechargeable,ET,ALX6329,Macro,RT,Outdoor,,Bronze,1,HUAWEI (TP48300A),NO,,NA,,,,,,,,,Without Batteries,,Not supervised,On Air,,,,,,,,,,,,,,,iPASOLINK VR 4,
3236AL,MOHARAM-BEK-8,SEMOUHA,Alex,1,End Point,2024-03-13 00:00:00,EC,Rechargeable,,NA,Macro,RT,Outdoor,,Bronze,1,Huawei,Yes,,Huawei-Lithium,2025-08-26 00:00:00,New,3,3,,,,,Faulty Batteries,,Supervised,On Air,,,,,,,1 شارع ابن ياسر محرم بيك الاسكندريه,"31.1875530564733,29.9089681856315",No,No,NA,NA,No,,"iPASOLINK EX/A, iPASOLINK 200",
3237AL,BSHYER-KHER-2,SEMOUHA,Alex,1,End Point,2022-08-15 00:00:00,EC,Rechargeable,,NA,Macro,RT,Outdoor,,Bronze,1,Huawei,NO,,Huawei-Lithium,2024-07-31 00:00:00,,2,2,43.4,95,120,2024-08-08 00:00:00,Good Batteries,,Supervised,On Air,,,,,,,اعلي بلوك 18ب مدينه بشاير الخير رقم 3 بالقباري ,"31.1757091437274,29.899424756103",No,Yes,Hesham Saleh,3 monthes,No,,"iPASOLINK EX, iPASOLINK VR 4",
